Id,from,to,fromout,fromin,toout,toin,width,exist,distance
584,7422,1145876,78,41,0,31,0,1,0
585,869370,4164066,191,18,0,307,3,1,0
586,3176150,3293636,139,8,0,88,1,1,0
587,2714904,3683154,19,5,0,8,1,1,0
588,2716253,3824145,234,9,0,23,2,1,0
589,828854,3844279,18,26,0,34,1,1,0
590,95250,2470308,66,6,0,10,2,1,0
591,4264195,4654891,19,11,0,21,8,1,0
592,3118137,133273,134,236,17,192,5,1,0
593,207242,2783258,423,85,0,1,0,1,0
594,523139,2404365,85,129,96,273,9,1,0
595,609468,3971048,11,9,7,9,3,1,0
596,3707456,3099672,236,38,4519,2239,23,1,0
597,895479,3527127,3138,132,0,167,13,1,0
598,4505542,1847836,3808,904,0,21,8,1,0
599,4196599,4488949,1880,305,0,15,5,1,0
600,3034310,2996576,1665,160,0,242,40,1,0
601,1853658,1553378,1046,78,0,175,12,1,0
602,2631032,610198,808,65,0,3,0,1,0
603,4277474,2394250,70,30,0,38,7,1,0
604,4014471,2162354,251,18,0,429,1,1,0
605,2500501,540859,21,4,0,35,1,1,0
606,84769,1016994,246,256,0,115,12,1,0
607,2611774,4317481,334,36,0,2,1,1,0
608,4415602,814642,6305,453,0,131,46,1,0
609,2828950,2773441,90,189,0,1,0,1,0
610,3364711,3115796,1054,119,0,86,16,1,0
611,1186682,1206430,36,4,0,2,0,1,0
612,1593469,3911025,1710,537,0,163,29,1,0
613,2212505,4851981,3126,404,0,13,5,1,0
614,3752455,4348490,181,21,0,15,3,1,0
615,2855460,2324958,45,9,0,1,0,1,0
616,1162369,505071,159,24,0,3,0,1,0
617,685419,4344437,545,69,0,2,0,1,0
618,2206999,2610284,349,57,0,54,10,1,0
619,4506884,3638001,1305,289,0,4,1,1,0
620,3370864,2903018,71,19,0,1,0,1,0
621,4013017,233305,6279,241,0,7,1,1,0
622,3403047,4572686,72,6,0,5,1,1,0
623,3322933,1313066,40,16,339,95,3,1,0
624,4617756,3815642,8054,587,0,16,10,1,0
625,4478064,1114816,190,128,181,76,12,1,0
626,4601312,3081044,1271,25,0,3,1,1,0
627,2545384,3525966,163,23,0,2,0,1,0
628,3702324,4434538,93,31,0,19,8,1,0
629,756774,4581730,1019,20,0,6,0,1,0
630,4075875,299,4568,490,0,8,7,1,0
631,2386589,650642,366,266,908,3432,73,1,0
632,3984788,4675660,67,7,85,5,0,1,0
633,2738068,1992124,175,49,0,78,5,1,0
634,2525241,133552,1,54,0,2,0,1,0
635,1807393,3576586,1252,209,0,280,34,1,0
636,1250981,1618127,72,15,0,4,0,1,0
637,425759,3373272,203,69,0,39,8,1,0
638,713586,380244,205,21,139,492,8,1,0
639,789329,2033241,599,57,229,38,4,1,0
640,3014916,685184,605,68,0,4,2,1,0
641,897015,3387000,3914,100,0,52,37,1,0
642,4820423,3246150,13,2,0,1,0,1,0
643,548506,1442101,72,1,0,7,0,1,0
644,2803781,165202,124,14,0,37,0,1,0
645,3550991,4747818,115,14,50,322,10,1,0
646,4020477,1526616,842,22,0,240,2,1,0
647,4308044,631359,444,48,133,21,3,1,0
648,2365060,4106212,183,151,318,151,22,1,0
649,868825,2256427,16,3,40,44,1,1,0
650,24215,4764589,22,7,0,2,0,1,0
651,2292144,4131535,161,36,0,83,0,1,0
652,954934,2922032,115,64,1746,292,7,1,0
653,4558099,425488,1,3,0,4,0,1,0
654,3642386,2593994,232,9,0,6,1,1,0
655,4574149,4703836,77,55,84,18,1,1,0
656,1013222,2693864,1394,124,96437,1592,51,1,0
657,4801585,4336640,196,64,83,62,41,1,0
658,1322026,3757198,88,3,133,912,9,1,0
659,3180891,2841721,17,9,129,116,4,1,0
660,1619096,2846365,95,16,333,755,13,1,0
661,638074,1877011,375,2,163,2921,29,1,0
662,3722983,432844,38,242,0,5,1,1,0
663,317566,4086501,4336,216,0,54,26,1,0
664,3875544,4284519,145,13,0,4,1,1,0
665,2833129,217610,27,3,0,172,0,1,0
666,2422287,894158,74,14,0,4,1,1,0
667,3291843,4853319,584,157,393,52,3,1,0
668,785674,438614,3525,86,0,32,4,1,0
669,881934,2589530,287,34,0,3,0,1,0
670,469799,3088266,201,59,0,469,4,1,0
671,597630,4845105,94,42,85,37,5,1,0
672,1502884,813214,261,32,0,2,0,1,0
673,3100143,647588,395,30,28974,1591,10,1,0
674,1847982,3956998,20,1,5,952,0,1,0
675,1873331,3305360,137,9,0,2,0,1,0
676,374436,2928342,19,1,0,1,0,1,0
677,1550218,3003377,369,49,0,8,4,1,0
678,1262989,4593509,89,13,0,9,6,1,0
679,3060075,1108869,1999,104,176,400,78,1,0
680,952164,824633,23,1,0,1,0,1,0
681,3246823,3582006,180,13,0,1,0,1,0
682,2197736,3736310,183,47,0,2,1,1,0
683,94739,3912032,326,127,964,549,44,1,0
684,3409627,1010320,384,9,0,1,0,1,0
685,2801662,38583,16108,268,0,1,0,1,0
686,2764724,3217066,359,48,747,22,0,1,0
687,170032,943675,165,32,0,131,2,1,0
688,2712371,1392603,21,2,296,655,8,1,0
689,2821377,3944177,59,4,0,4,0,1,0
690,1371684,288660,8544,207,0,2,1,1,0
691,505420,156433,1162,49,0,515,28,1,0
692,1090555,1189400,295,56,1317,551,30,1,0
693,4204295,2170964,26,6,0,6,1,1,0
694,629535,488975,139,74,0,26,16,1,0
695,79266,4235356,16079,679,0,228,109,1,0
696,2067996,2661641,333,18,0,62,4,1,0
697,2377647,3852693,43,92,0,36,3,1,0
698,4760508,659571,61,29,0,1,0,1,0
699,747887,2751290,233,103,0,3,0,1,0
700,4216001,2368911,135,45,44,538,25,1,0
701,3515279,2225519,81,5,0,25,0,1,0
702,54715,4232790,185,23,133,165,9,1,0
703,2203708,1733811,45,14,25,103,2,1,0
704,694348,2493029,717,143,342,58,18,1,0
705,4676439,1771352,154,22,0,7,1,1,0
706,3293696,1526487,630,54,0,1,0,1,0
707,64487,3800296,252,8,0,201,6,1,0
708,2550736,716398,105,137,0,55,4,1,0
709,50255,355475,416,155,188,1157,6,1,0
710,3905860,4034062,6787,281,0,54,17,1,0
711,1274923,4760747,242,19,0,14,1,1,0
712,3968521,333646,55,11,162,16,8,1,0
713,868810,1934734,117,10,228,2002,15,1,0
714,4056912,3351566,17,7,35,55,2,1,0
715,130289,4065224,94,50,0,3,2,1,0
716,3679680,4567503,366,146,0,9,0,1,0
717,121347,2771379,207,55,0,2,1,1,0
718,140289,2985587,191,54,42857,2014,24,1,0
719,4228698,1957235,258,170,0,239,48,1,0
720,285208,2968957,514,88,0,60,11,1,0
721,4020920,2827521,345,19,0,1,0,1,0
722,4757852,1029843,23531,246,0,1,0,1,0
723,2597326,1351472,5997,283,0,116,47,1,0
724,4744504,2322279,21,18,0,18,8,1,0
725,4842305,4591455,2352,1043,0,55,9,1,0
726,3908542,2163862,465,77,0,43,1,1,0
727,508784,1055909,169,38,0,146,9,1,0
728,4742936,4257249,8695,305,0,8,2,1,0
729,744422,4032685,302,37,0,12,1,1,0
730,4301244,1440030,298,46,0,38,6,1,0
731,124966,2947975,154,8,145,41,3,1,0
732,3456004,1614162,262,103,33,365,34,1,0
733,1178168,314520,90,53,764195,4841,9,1,0
734,1188018,4568289,1353,115,112,47,8,1,0
735,293213,3674031,391,118,0,17,4,1,0
736,1062295,4626679,829,168,0,7,0,1,0
737,4203757,1432332,1696,113,0,59,10,1,0
738,1120434,4037552,209,70,0,6,0,1,0
739,4592609,3467602,18,2,0,10,2,1,0
740,478184,3129214,108,24,0,1,0,1,0
741,137903,1992790,42,6,0,1,0,1,0
742,4291693,1114816,69,48,181,76,25,1,0
743,1634257,4416987,89,18,0,5,0,1,0
744,477784,2962848,1075,122,0,297,35,1,0
745,4574736,4578901,463,106,0,25,8,1,0
746,2076176,2139180,951,18,0,3,2,1,0
747,3146666,1173686,286,93,0,3,1,1,0
748,2081825,1558597,78,22,0,40,4,1,0
749,3576051,963682,737,69,0,56,1,1,0
750,3001789,3527281,912,27,0,11,3,1,0
751,3383787,875710,292,67,0,16,3,1,0
752,3562964,2227492,571,78,0,463,20,1,0
753,4129391,1568230,348,122,5245,922,11,1,0
754,2774139,3456537,187,31,0,68,9,1,0
755,3113434,4268570,52,17,57,88,1,1,0
756,709358,2806686,271,38,0,2,1,1,0
757,3518619,3159344,63,165,118,34,8,1,0
758,901520,3965246,134,8,26,1444,3,1,0
759,4341497,1309047,19,18,39,22,4,1,0
760,2812377,4215656,83,32,0,4,1,1,0
761,1512204,4479104,102,335,0,8,2,1,0
762,3949368,1778717,189,29,0,38,0,1,0
763,242073,3566125,105,57,85,43,2,1,0
764,4082389,390759,152,533,0,78,8,1,0
765,1627332,154834,630,1,0,5,0,1,0
766,3010468,3666344,31,1,0,1,0,1,0
767,1669225,2851420,1146,586,0,53,17,1,0
768,866960,1680477,13,90,0,19,0,1,0
769,2157939,4583394,631,18,20607,740,8,1,0
770,2068863,754031,226,25,670,52,6,1,0
771,4126202,2336767,600,64,0,1,0,1,0
772,3116647,2800909,130,496,0,879,4,1,0
773,1962724,3727277,241,40,0,52,19,1,0
774,744422,2128311,302,37,0,5,2,1,0
775,2101003,2670957,4601,358,0,418,115,1,0
776,553714,670649,81,36,0,1,0,1,0
777,2715439,3441133,964,52,27588,872,41,1,0
778,3790164,546968,174,299,0,9,1,1,0
779,1291811,794023,368,162,1891,164,8,1,0
780,307138,3885176,198,22,0,89,6,1,0
781,579787,128144,1106,155,0,24,8,1,0
782,126697,2511740,4,3,188,283,2,1,0
783,464793,993456,201,521,319,555,25,1,0
784,4609600,1227323,146,63,0,2,0,1,0
785,2573648,2958954,80,29,42,561,5,1,0
786,3276135,2358588,35,6,314,610,3,1,0
787,697167,1035521,266,62,0,31,2,1,0
788,3768869,3386261,991,27,0,31,0,1,0
789,2150876,845586,323,64,93391,1010,32,1,0
790,2631279,1959144,1905,154,0,196,29,1,0
791,3093105,196092,461,202,0,144,13,1,0
792,4448336,142888,1994,103,0,82,21,1,0
793,3219539,206362,173,107,171,1541,8,1,0
794,4533052,999391,371,151,249,95,23,1,0
795,1290967,3040696,96,11,0,159,2,1,0
796,1851794,1423677,28,30,19,16,2,1,0
797,857750,2174412,326,27,0,9,2,1,0
798,3345963,647259,116,3,0,2,1,1,0
799,1591277,1747349,325,51,0,14,8,1,0
800,1564093,3194318,17,197,105,124,0,1,0
801,1650064,3612742,43,8,0,11,0,1,0
802,2405728,2225931,45,5,0,1,0,1,0
803,2565457,2078625,86,22,280,39,7,1,0
804,4599030,1902808,69,13,0,18,2,1,0
805,619737,3280301,2240,209,0,13,8,1,0
806,627619,1814187,27,18,395,469,16,1,0
807,1405016,1842147,5070,423,0,226,63,1,0
808,1465103,4348619,204,253,13,471,5,1,0
809,1288762,3341965,2664,60,0,10,1,1,0
810,3856270,1966764,88,5,751,2294,5,1,0
811,4634376,2389742,1379,95,0,233,20,1,0
812,3591581,2612516,43,46,0,1,0,1,0
813,1110915,2736561,420,6,0,19,2,1,0
814,3036404,2517021,12,7,0,11,0,1,0
815,3047470,1371238,1591,148,0,166,37,1,0
816,4217722,1766281,45,9,0,36,2,1,0
817,4663779,3972950,127,3,0,1,0,1,0
818,588393,2847060,82,7,0,85,0,1,0
819,2366113,955903,404,39,0,113,2,1,0
820,3141348,988820,3442,867,0,66,18,1,0
821,1645359,830359,95,9,0,3,1,1,0
822,3033678,2895023,108,4,134,530,6,1,0
823,1397737,4390276,353,78,0,4,1,1,0
824,1604093,4128022,46,9,0,14,2,1,0
825,4204921,29459,39,19,341,29,1,1,0
826,1137289,2264024,31,5,0,13,0,1,0
827,3417983,4446015,26,6,0,2,1,1,0
828,678093,3662054,28,3,0,5,0,1,0
829,1070764,4849096,31,4,0,1,0,1,0
830,2347114,4771002,119,38,57,19,15,1,0
831,989635,886700,586,90,0,13,5,1,0
832,3657983,2387339,152,41,2136,148,5,1,0
833,1406815,1365458,20739,397,0,2,1,1,0
834,1846427,385846,156,30,303,335,18,1,0
835,3024652,1177953,442,39,0,29,0,1,0
836,3344976,102014,32,4,284,54,0,1,0
837,1788340,3156781,614,59,0,39,8,1,0
838,1715529,3772683,423,177,0,10,3,1,0
839,1437230,3669116,12243,169,0,3,1,1,0
840,2532385,3737298,22,11,394,78,1,1,0
841,2794825,14352,294,33,0,17,1,1,0
842,1194150,3004044,74,19,0,42,1,1,0
843,4591546,3091489,102,33,31,34,5,1,0
844,954092,650642,98,20,908,3432,10,1,0
845,1573927,1834076,551,58,0,1,0,1,0
846,4491737,41319,2940,921,589,307,76,1,0
847,3578248,2528785,8,29,0,6,0,1,0
848,4306268,3587517,103,46,0,5,1,1,0
849,4648444,3016515,59,24,53,202,4,1,0
850,3829013,2470293,1995,55,0,243,25,1,0
851,1095066,2529834,114,33,0,65,8,1,0
852,2638727,3172199,6414,334,12444,341,81,1,0
853,792941,1184793,3538,173,0,7,1,1,0
854,3745058,1201350,68,25,0,4,2,1,0
855,2292144,3032636,161,36,0,4,0,1,0
856,4545306,2485407,68,57,156,61,25,1,0
857,1218069,138546,66,19,0,85,0,1,0
858,4128990,3391118,9,2,82,35,0,1,0
859,1028370,3656827,216,147,0,96,1,1,0
860,4097702,4532273,7,1,0,98,0,1,0
861,2896034,4404658,368,72,0,7,2,1,0
862,3282528,3661915,319,86,967,930,22,1,0
863,2778043,3074098,449,46,0,4,0,1,0
864,2969624,1795983,16,8,378,227,6,1,0
865,4763766,267732,78,45,0,16,0,1,0
866,480007,4572526,164,5,0,8,0,1,0
867,4460189,3086767,16,3,0,1,0,1,0
868,1265463,4185162,290,508,53,36,2,1,0
869,2283599,2745245,85,83,123,28,1,1,0
870,607795,3171439,182,82,0,1,0,1,0
871,3112769,365117,3004,161,0,76,16,1,0
872,3563460,4636015,106,30,0,9,2,1,0
873,1699502,799904,101,87,108,80,10,1,0
874,1133594,4572690,69,7,0,9,0,1,0
875,16111,2179841,111,9,0,19,3,1,0
876,2779033,1366842,1524,382,0,4,1,1,0
877,2766896,1364222,583,170,0,30,7,1,0
878,1004907,1535601,1367,130,0,27,15,1,0
879,836963,305271,111,36,435,443,7,1,0
880,2307032,3819831,22,2,0,285,1,1,0
881,2445518,2344367,12183,436,0,218,107,1,0
882,3633833,2995801,166,11,0,4,0,1,0
883,4627635,1094943,487,46,115,39,6,1,0
884,643248,1337580,375,26,251,274,8,1,0
885,3522878,4623894,50,3,0,28,0,1,0
886,3438453,2628967,50,124,0,12,3,1,0
887,839922,4299655,37,5,0,19,0,1,0
888,397198,591066,58,4,0,7,2,1,0
889,1057628,3534652,204,83,0,94,10,1,0
890,1211033,2104920,86,20,0,42,2,1,0
891,712210,762136,93,750,0,19,3,1,0
892,59401,1748392,6565,177,0,8,6,1,0
893,3034404,4403680,65,136,0,75,7,1,0
894,1881516,1795655,37,1,0,39,4,1,0
895,742599,2903055,469,14,0,141,5,1,0
896,988564,3523924,19,2,0,1,0,1,0
897,1143148,1335609,8,68,0,75,2,1,0
898,594063,2431147,208,25,0,103,9,1,0
899,3927673,1387534,4203,87,0,127,10,1,0
900,398183,4513357,13,41,7,431,0,1,0
901,3444398,3589674,16,26,0,8,2,1,0
902,880924,4548587,100,29,0,3,0,1,0
903,1684949,1550775,13,10,1236,105,0,1,0
904,3514735,175347,3,1,0,2,0,1,0
905,141959,2926772,10,5,0,17,3,1,0
906,1550277,1739968,164,32,0,5,3,1,0
907,2710764,2868932,2070,482,0,66,30,1,0
908,1514669,3799415,30,2,0,1,0,1,0
909,4604853,1954611,50728,719,0,29,25,1,0
910,3077658,3678910,174,16,0,10,0,1,0
911,423454,2317521,157,26,0,24,8,1,0
912,4403731,2099495,234,60,278,29,1,1,0
913,2680604,1047733,244,72,0,24,1,1,0
914,4705498,4837513,96,29,0,15,3,1,0
915,630255,302724,409,91,4748,469,18,1,0
916,2190916,4830625,564,73,0,16,1,1,0
917,4322386,4310195,2109,25,0,67,6,1,0
918,4368678,4393809,408,89,0,3,1,1,0
919,130289,2064078,94,50,59,35,22,1,0
920,3195239,4212889,103,15,0,184,1,1,0
921,2397728,3763383,4,72,0,31,0,1,0
922,3663001,1275115,136,409,0,2,1,1,0
923,3292291,58056,62,25,229,468,1,1,0
924,743301,1175797,96,15,0,1,0,1,0
925,4307413,714324,37,8,0,1,0,1,0
926,3756990,4532366,343,38,0,1,0,1,0
927,1967217,113255,243,6,0,14,0,1,0
928,1718640,595973,83,17,214,1141,6,1,0
929,2376171,4602526,698,162,15,166,14,1,0
930,2543203,331493,201,32,0,9,4,1,0
931,414243,2640857,59,14,2075,489,1,1,0
932,3480992,4502434,33,29,148,75,10,1,0
933,2434823,1838246,89,120,0,7,1,1,0
934,1521784,1328871,745,85,0,2,1,1,0
935,1562355,2543734,88,11,198,562,4,1,0
936,2278147,4203501,58,34,142,357,23,1,0
937,1339912,3644947,218,58,319,72,15,1,0
938,3901715,3014840,1079,31,0,78,5,1,0
939,4289967,2018479,237,442,64,321,7,1,0
940,810448,458205,3,1,0,1,0,1,0
941,1324867,2662550,1247,90,0,15,4,1,0
942,4554641,4356518,1960,130,1590,137,17,1,0
943,1376338,1477415,29,6,0,2,0,1,0
944,3381684,1936575,14177,781,0,88,39,1,0
945,2280555,3066818,338,30,0,8,0,1,0
946,4641237,1336096,286,14,0,110,0,1,0
947,2389677,2303678,34,7,0,14,0,1,0
948,698595,3010973,384,17,0,64,0,1,0
949,4690803,1087939,726,24,505,602,20,1,0
950,2466749,3081061,1202,189,0,30,6,1,0
951,1524558,4380253,156,48,36,10,5,1,0
952,53068,1474230,1,4,0,1,0,1,0
953,1386442,4668563,423,51,1796,90,16,1,0
954,349778,1062916,292,45,50,710,3,1,0
955,3881783,2149706,4,3,0,1,0,1,0
956,2448852,333695,534,47,197,426,4,1,0
957,3502968,227295,7,1,0,6,0,1,0
958,880230,194503,164,13,0,1,0,1,0
959,122003,450696,7172,1193,0,70,41,1,0
960,4473007,4337601,286,34,0,42,6,1,0
961,2998011,2358247,223,102,0,13,1,1,0
962,3981149,2396015,333,166,0,53,2,1,0
963,4266254,3648683,570,225,0,80,17,1,0
964,2216447,595973,257,78,214,1141,10,1,0
965,4276950,3433147,261,330,203,31,8,1,0
966,2976540,182866,137,75,0,2,0,1,0
967,1980081,3197617,357,65,1676,512,42,1,0
968,4082203,1065373,413,28,0,29,2,1,0
969,3213764,2403656,114,76,0,8,0,1,0
970,3373597,845431,183,34,0,82,12,1,0
971,2799558,212342,7867,224,0,5,3,1,0
972,2738068,4677284,175,49,0,2,0,1,0
973,1554097,257639,527,74,1979,559,52,1,0
974,2619112,2802658,1235,66,0,111,23,1,0
975,3030472,4004161,380,84,0,1,0,1,0
976,1371684,1957577,8544,207,0,22,16,1,0
977,4097841,1756654,2145,214,0,58,15,1,0
978,2938814,4668026,49,2,0,11,1,1,0
979,3082934,300703,44,33,513,273,14,1,0
980,2162467,3072221,184,3,0,5,0,1,0
981,1989535,4203962,3969,331,0,31,6,1,0
982,3269419,2030294,2041,107,0,20,0,1,0
983,50441,435511,215,23,0,21,2,1,0
984,835521,552126,121,7,0,150,1,1,0
985,991574,1764320,53,7,0,2,1,1,0
986,2497226,2724781,42,6,0,9,4,1,0
987,707902,1577308,308,49,0,3,1,1,0
988,3402495,4614667,36,4,0,3,0,1,0
989,2545924,215562,9,14,169,276,7,1,0
990,627877,2043254,81,9,49,693,7,1,0
991,3019750,1778008,3062,253,0,48,17,1,0
992,281108,537958,1403,104,314,164,18,1,0
993,2082337,2362263,65,11,78,46,10,1,0
994,3691543,3984047,98,19,0,82,3,1,0
995,4724386,4001288,784,256,0,46,13,1,0
996,1147232,2885354,407,51,0,33,3,1,0
997,388697,3333494,880,121,0,39,5,1,0
998,1329074,764551,37,27,92,77,18,1,0
999,504128,2318218,413,52,387,179,40,1,0
1000,667577,2575895,83,45,0,6,3,1,0
1001,4544255,1285815,696,171,0,12,5,1,0
1002,1004069,2016597,28,3,311,608,2,1,0
1003,3451323,1317673,103,8,0,19,0,1,0
1004,1138908,820410,239,38,632,154,10,1,0
1005,3344976,501818,32,4,0,17,0,1,0
1006,89385,2547291,1479,82,0,1,0,1,0
1007,4463552,2751501,4,23,9825,860,0,1,0
1008,4370635,3319505,568,141,0,3,0,1,0
1009,1397737,3461691,353,78,1174,287,57,1,0
1010,2947873,1865497,25,45,70,116,8,1,0
1011,3948777,2119875,17,1,0,2,1,1,0
1012,323976,2755363,6319,173,0,2,1,1,0
1013,875495,1803310,40,21,57,33,16,1,0
1014,3792738,3050523,481,200,0,3,2,1,0
1015,2989402,37937,1068,35,0,6,0,1,0
1016,1612442,1319036,33398,907,0,8,7,1,0
1017,1056874,2492033,2018,133,0,4,3,1,0
1018,1257993,2945232,21,8,0,5,2,1,0
1019,365675,373037,8,15,0,11,6,1,0
1020,2570169,1614125,120,12,35588,919,2,1,0
1021,939565,3305070,30,2,0,20,0,1,0
1022,1966764,4275480,751,2294,0,134,23,1,0
1023,1874925,3225009,66,11,0,6,2,1,0
1024,1522576,2971373,24577,798,0,59,49,1,0
1025,2544246,2189741,86,7,0,1,0,1,0
1026,1075060,2639363,364,17,0,30,1,1,0
1027,3292349,2140282,211,10,0,116,3,1,0
1028,1470327,3184865,211,38,0,28,7,1,0
1029,3012426,3965246,32,667,26,1444,8,1,0
1030,3705024,3735370,15461,255,0,3,0,1,0
1031,3420135,267230,69,17,651,174,3,1,0
1032,1083563,3649436,99,7,0,296,0,1,0
1033,3755075,3507304,1,1,0,2,0,1,0
1034,4673217,4741587,285,28,0,1,0,1,0
1035,3854204,767667,41,6,0,19,3,1,0
1036,468589,555063,107,90,0,32,14,1,0
1037,275748,2727487,16883,452,0,98,44,1,0
1038,3389414,1157092,922,153,0,139,33,1,0
1039,336747,1458223,35,6,0,3,0,1,0
1040,1582061,3928910,159,112,0,4,1,1,0
1041,77065,3456778,18,9,60,38,8,1,0
1042,2622836,3854704,132,31,3617,438,17,1,0
1043,1215707,2492850,14939,740,0,94,26,1,0
1044,321272,2623371,7,219,0,79,0,1,0
1045,4083581,2078117,24,10,0,3,1,1,0
1046,4771417,4299279,69,7,0,3,2,1,0
1047,2266424,363762,1,1,0,5,0,1,0
1048,2570269,1361867,442,39,0,10,1,1,0
1049,254550,2986797,97,20,0,1,0,1,0
1050,4114198,1492119,572,21,0,35,3,1,0
1051,3079354,4821886,2337,20,0,27,1,1,0
1052,100831,1389634,110088,1642,0,13,9,1,0
1053,4067626,3615757,637,39,0,126,5,1,0
1054,3239389,4476469,3486,418,0,8,1,1,0
1055,1159268,2135035,5,4,206,250,3,1,0
1056,439611,1023975,6616,150,0,1,0,1,0
1057,180873,1093395,383,44,0,26,4,1,0
1058,1673431,4823780,70,6,0,3,1,1,0
1059,189060,1454838,6,2,16,5,1,1,0
1060,2731978,275654,539,80,0,59,2,1,0
1061,146711,377829,295,79,94,141,6,1,0
1062,37369,286954,97,312,0,3,1,1,0
1063,3989045,3785923,302,25,0,60,2,1,0
1064,4862580,4817266,327,31,0,8,2,1,0
1065,2627378,28980,2,3,31,112,1,1,0
1066,4642114,2069323,522,77,2366,663,17,1,0
1067,2982003,2776063,99,15,0,6,5,1,0
1068,3996641,4817260,3552,210,0,28,4,1,0
1069,1022530,495783,4704,136,34733,711,107,1,0
1070,798194,1210269,808,73,69,1145,43,1,0
1071,2110811,558816,36,4,0,11,0,1,0
1072,1851928,3540020,1010,127,0,133,14,1,0
1073,3544248,972203,1,2,8,2,0,1,0
1074,179419,2947530,7441,213,0,402,47,1,0
1075,1622485,429457,105,6,0,1,0,1,0
1076,4005320,4109560,1,3,0,7,0,1,0
1077,894725,2612689,145,43,1571,272,32,1,0
1078,1942449,3032232,253,21,0,90,2,1,0
1079,2468201,4261154,262,327,0,199,5,1,0
1080,2609678,445677,1795,86,0,617,39,1,0
1081,3340239,583187,43,2,148,199,5,1,0
1082,236748,3099672,4,17,4519,2239,2,1,0
1083,3985143,1448710,265,4,0,1,0,1,0
1084,2794100,4413300,205,8,0,15,1,1,0
1085,393434,358791,773,59,0,63,3,1,0
1086,2649840,2180802,15,2,0,5,1,1,0
1087,4463415,2914449,39,14,76,46,8,1,0
1088,1129322,593721,103,118,0,15,1,1,0
1089,1896314,3803409,43,9,0,12,6,1,0
1090,4797880,3600494,441,86,0,1,0,1,0
1091,3688964,4762890,43,84,0,8,1,1,0
1092,1471957,1706045,161,80,2141,381,9,1,0
1093,669574,3718612,397,50,0,224,35,1,0
1094,168604,1287174,89464,1630,0,7,5,1,0
1095,3270036,4802366,267,23,0,516,0,1,0
1096,3093734,4625921,24,5,0,60,0,1,0
1097,4129435,4025509,2,36,49,525,0,1,0
1098,144436,406440,33,8,54,309,1,1,0
1099,1965930,3712053,2418,240,0,164,62,1,0
1100,4608444,3044750,110,22,226,480,17,1,0
1101,1458404,1389888,74,182,0,11,0,1,0
1102,1045541,354211,64,31,111,437,21,1,0
1103,4167316,4650544,12,2,0,18,0,1,0
1104,783216,2168567,454,17,0,5,0,1,0
1105,1902882,2627442,324,38,0,24,2,1,0
1106,3950088,1060407,1311,161,0,48,6,1,0
1107,3694250,3336095,99,11,0,74,1,1,0
1108,2195398,1888711,106,3,0,12,0,1,0
1109,453787,1128134,59,59,11,38,20,1,0
1110,2950765,4719682,501,9,0,2,0,1,0
1111,691712,3392468,295,65,0,826,18,1,0
1112,869550,1272738,525,478,0,17,11,1,0
1113,1262136,4303997,2360,162,0,38,9,1,0
1114,4684414,1444788,105,170,0,28,16,1,0
1115,3834142,3324875,2,17,61238,1350,0,1,0
1116,3076016,1515712,349,18,0,1097,2,1,0
1117,4657719,362610,25,10,0,3,0,1,0
1118,1470364,3288644,327,17,0,1,0,1,0
1119,84373,499449,1,16,2688,184,0,1,0
1120,4842091,1169323,1919,58,0,57,9,1,0
1121,1636191,366718,13,5,770,232,4,1,0
1122,600635,4032551,302,19,0,5,3,1,0
1123,2224510,2805215,28,1,0,2,0,1,0
1124,2742629,2781350,5655,932,0,112,35,1,0
1125,1517147,4774240,112,70,0,1,0,1,0
1126,90137,3687933,219,51,34,16,13,1,0
1127,4775116,284586,69,4,0,3,1,1,0
1128,1359467,2210201,1455,172,0,22,11,1,0
1129,3233860,505240,87,11,0,2,0,1,0
1130,1836279,594055,1,9,0,10,0,1,0
1131,1655867,4719344,283,95,450,147,10,1,0
1132,889349,4177900,18915,1036,471,52,27,1,0
1133,3281299,1714626,357,73,5493,770,11,1,0
1134,1378541,1877477,1389,320,7901,553,104,1,0
1135,4058518,1524974,2,2,0,72,0,1,0
1136,4755292,3421315,492,86,0,791,29,1,0
1137,4066183,4289254,304,140,0,4,0,1,0
1138,2347426,4502182,174,36,240,44,1,1,0
1139,4806190,326010,838,72,0,46,4,1,0
1140,1497718,2362234,117,12,7719,591,1,1,0
1141,3059412,3533168,43,18,18,3654,2,1,0
1142,16819,2464648,78791,1609,0,16,14,1,0
1143,2838506,2780425,36,9,0,19,5,1,0
1144,2004536,2952138,138,42,0,4,0,1,0
1145,3584441,2903055,1382,95,0,141,11,1,0
1146,3683644,1407457,23,7,0,1,0,1,0
1147,1193380,3724163,1072,114,0,227,18,1,0
1148,2841072,3365856,18,4,379,43,3,1,0
1149,4671472,3425211,910,46,0,117,6,1,0
1150,1836448,348616,79,6,0,5,3,1,0
1151,4246201,1240485,335,16,339,65,0,1,0
1152,1888835,4299535,2060,174,0,4,0,1,0
1153,3806006,2792854,34,36,796,753,6,1,0
1154,2973472,1638655,6663,253,0,37,23,1,0
1155,2930114,4793461,2351,123,0,139,0,1,0
1156,4697120,1433992,2342,258,0,7,3,1,0
1157,2403775,3803642,937,166,0,29,3,1,0
1158,4585813,2069323,72,84,2366,663,14,1,0
1159,3153126,4321699,591,28,0,8,5,1,0
1160,3003153,3837702,172,32,125,28,5,1,0
1161,2317624,4474569,78,300,28,90,1,1,0
