Id,from,to,fromout,fromin,toout,toin,width,exist
640,1308157,316864,131,20,0,57,1,1
641,1552779,1687469,691,90,0,1,0,1
642,3448181,,0,2,0,0,0,0
643,994321,1909132,86,13,0,23,3,1
644,1861214,4062126,1,1,0,1,0,1
645,4363175,1429099,54,6,0,6,0,1
646,3843170,4498582,1,3,0,1,0,1
647,3145423,4403680,156,39,0,75,6,1
648,2906151,1964226,240,44,0,2,0,1
649,3918597,1402163,61,58,1053,194,8,1
650,956237,3570275,202,40,0,1,0,1
651,4681894,4189108,341,79,0,6,2,1
652,24215,2487936,22,7,139,139,2,1
653,1109718,3614546,155,44,294,25,3,1
654,4065091,1701590,5,2,0,2,1,1
655,843514,4795321,218,169,0,2,0,1
656,1769122,4404216,390,47,0,49,17,1
657,423362,1363564,692,58,0,14,2,1
658,1929263,3300373,67,3,0,4,0,1
659,2733054,3079616,144,40,2608,972,7,1
660,3595854,1864916,189,26,393,90,7,1
661,602659,4086223,51,8,56,339,12,1
662,4531650,306689,187,84,0,512,4,1
663,3698642,4140900,143,19,23,38,8,1
664,3305277,3788228,269,53,421,87,4,1
665,1188876,897116,69,7,49,430,5,1
666,2258642,451444,87,27,44,142,12,1
667,2338209,633867,497,115,0,476,32,1
668,3278242,4440306,76,19,0,3,1,1
669,3863043,4129324,107,9,0,5,0,1
670,4630852,,0,5,0,0,0,0
671,4744044,1191964,66,15,0,12,4,1
672,4857532,1161005,1347,142,198,19,9,1
673,70740,3047785,12,5,151,71,3,1
674,695626,4102588,886,182,0,4,0,1
675,4522274,1941745,317,114,0,1,0,1
676,24284,2079378,286,99,0,4,1,1
677,4192713,,0,1,0,0,0,0
678,3388955,,0,2,0,0,0,0
679,858485,4299267,181,13,0,154,4,1
680,3295837,4425166,248,18,103,21,4,1
681,801808,4198133,36,17,0,38,2,1
682,2834701,2936238,1527,107,0,13,3,1
683,2641211,2903661,335,86,82,89,13,1
684,3641970,3571483,79,9,0,2,1,1
685,4590426,3591255,17,5,136,149,2,1
686,3851772,84071,95,14,1636,65,0,1
687,2731978,2864657,539,80,0,3,1,1
688,1878093,1112232,85,195,240,123,21,1
689,974827,3444733,191,224,0,23,3,1
690,4183573,4606630,538,125,0,25,9,1
691,4698862,2763942,203,293,0,2,0,1
692,2893824,1585976,144,14,0,4,3,1
693,859794,152302,60,61,76,528,8,1
694,2042414,1019866,96,40,0,1,0,1
695,1016777,3860160,69,12,0,2,1,1
696,4067093,4630450,934,193,0,59,5,1
697,2452801,4222466,130,56,0,7,0,1
698,1366063,3255659,2,26,49,10,0,1
699,4752185,3541420,218,35,0,45,1,1
700,770903,411684,1600,350,0,100,36,1
701,2659544,3205461,413,9,0,100,5,1
702,4172592,2114497,13,1,0,2,0,1
703,4369119,1318141,47,4,0,2,1,1
704,1623904,304196,182,69,238,42,3,1
705,1401057,2160058,34,12,552,119,11,1
706,492621,2791237,79,87,0,43,1,1
707,4051636,1113816,130,26,85916,4637,12,1
708,130289,1353078,94,50,0,30,12,1
709,3851323,4293709,62,20,0,16,5,1
710,629221,1415891,49,47,538,119,6,1
711,3090527,2810118,684,33,1,115,3,1
712,4759051,4734492,99,15,0,3,2,1
713,3393662,3509814,156,51,0,144,12,1
714,3520743,1374611,25,8,0,82,0,1
715,396249,3216120,1951,69,0,10,6,1
716,662669,3914734,105,42,0,27,5,1
717,353095,2847548,24,16,1597,295,4,1
718,824349,430130,1826,257,0,53,21,1
719,3549354,861775,313,36,0,85,4,1
720,4087155,2196188,11,3,0,1,0,1
721,3693848,4202985,661,250,0,42,6,1
722,2800837,4423362,1,4,0,24,0,1
723,4696752,1350012,63,17,0,20,1,1
724,2031176,2437534,5849,777,0,1,0,1
725,2364421,2405990,24,12,57,903,4,1
726,1764892,869550,141,78,525,478,24,1
727,1655594,536884,356,45,0,118,1,1
728,4356518,3084371,1590,137,0,4,1,1
729,3756650,155343,129,34,83,46,18,1
730,792941,487227,3538,173,0,13,3,1
731,192294,2869086,30,26,0,6,3,1
732,3308756,4809009,26,21,14,187,3,1
733,2109240,4489443,148,60,0,1,0,1
734,1873750,4663396,16,9,0,32,1,1
735,2145279,842535,305,100,164,40,1,1
736,2823264,1158835,229,88,0,75,13,1
737,3031576,4682381,245,37,0,8,6,1
738,1224480,1487179,358,27,223,23,2,1
739,178544,2874213,1451,245,0,31,5,1
740,3442601,4423672,23,4,0,1,0,1
741,3688809,3075736,25,54,0,100,13,1
742,759787,2083809,21,7,107,36,2,1
743,3416227,3932415,18,8,0,341,0,1
744,3309421,2135155,49,4,0,491,9,1
745,1785870,4402399,68,3,0,1,0,1
746,4820469,528575,42,13,0,1130,0,1
747,1378541,99300,1389,320,0,132,32,1
748,1111276,1705630,16,10,0,6,2,1
749,769640,4759138,1545,46,0,15,2,1
750,77285,3310365,100,46,246,55,4,1
751,4258762,4227004,1646,125,510,90,33,1
752,1258807,1797969,159,23,0,16,1,1
753,1485434,4737664,345,62,0,51,4,1
754,4374008,2632404,132,20,0,4,1,1
755,1059360,3372937,54,2,2750,342,1,1
756,240603,1796664,36,3,0,1,0,1
757,1176902,2596531,14,17,106,172,5,1
758,1773593,3259677,46,17,0,6,2,1
759,4005969,3685914,815,53,0,138,27,1
760,4299864,553539,135,29,51,3,0,1
761,2888797,1513328,2001,87,0,16,1,1
762,906236,4322263,31,20,0,9,4,1
763,512929,325649,630,133,0,180,20,1
764,532217,2699995,350,24,0,111,8,1
765,207346,3578929,2149,177,0,11,7,1
766,3484284,3782207,33,13,0,40,0,1
767,926424,2675832,1,2,269,72,0,1
768,1897885,2783636,115,7,0,155,4,1
769,2742559,4411943,221,36,0,9,2,1
770,1003122,3492966,17,8,0,4,2,1
771,2950869,3466675,112,18,0,1,0,1
772,2199627,3052178,167,3,425,18,1,1
773,4481903,3364770,177,52,0,8,1,1
774,137431,3923639,350,82,1116,215,9,1
775,2374885,1270891,1890,27,0,24,6,1
776,4657420,409327,56,7,0,82,0,1
777,3626928,595462,1295,37,0,1,0,1
778,2680604,1193423,244,72,931,256,22,1
779,846126,,0,3,0,0,0,0
780,1208871,2213214,549,133,0,265,57,1
781,1529794,2894083,266,55,0,3,0,1
782,2890679,1681168,243,114,0,65,13,1
783,766804,2468889,90,18,0,16,6,1
784,4436038,518119,322,81,97,158,27,1
785,2726296,3340943,567,158,0,1,0,1
786,4441968,1859581,139,150,0,9,1,1
787,4440967,4364034,460,17,162,26,2,1
788,3046249,1419499,171,29,0,136,1,1
789,3475770,124966,11,3,154,8,1,1
790,2798203,4772813,94,9,0,1,0,1
791,312940,75303,221,39,0,11,4,1
792,2833539,921057,70,8,0,100,7,1
793,4781345,1265734,509,19,0,4,0,1
794,3070329,319268,5153,337,128,47,4,1
795,4585800,4070684,74,7,86403,1882,0,1
796,2087271,314520,32,6,764195,4841,4,1
797,3910226,985014,45,3,0,31,0,1
798,1650113,1074125,349,96,0,45,4,1
799,411289,4115230,21,3,0,46,0,1
800,1265714,121008,63,9,0,60,2,1
801,2893096,1290625,45,5,0,1,0,1
802,2624517,3933980,237,30,0,106,2,1
803,1133782,4211663,1921,187,0,2,1,1
804,2356668,4263474,132,222,147,52,3,1
805,3444076,1708737,67,47,0,45,10,1
806,785674,764153,3525,86,0,105,5,1
807,2490860,247346,49,21,0,6,1,1
808,4034343,3130157,97,51,0,3,0,1
809,3246823,2995173,180,13,0,1,0,1
810,4287639,2484294,23,31,467,167,8,1
811,1434675,2159554,475,42,0,109,10,1
812,1967217,4059850,243,6,0,28,2,1
813,4538525,3481369,145,34,0,1,0,1
814,3713604,4471794,49,19,0,182,1,1
815,2692279,3546914,45,8,0,2,0,1
816,1018908,1866369,181,34,0,1,0,1
817,219948,884201,256,86,0,21,4,1
818,4594176,2909704,86,43,0,8,7,1
819,2992387,4757852,157,69,23531,246,6,1
820,173337,49637,112,32,0,18,4,1
821,3168224,644190,111,19,0,14,0,1
822,3710230,1153103,39,4,73,54,2,1
823,3778630,1738769,1901,172,0,198,29,1
824,4381894,4013328,193,48,0,1,0,1
825,653304,1837508,7539,190,0,11,3,1
826,2388001,805595,73,72,58,1294,21,1
827,2109240,3840478,148,60,229,98,30,1
828,3530075,1453998,47,2,0,3,0,1
829,3396733,3995599,59,7,89,25,0,1
830,593090,1539456,37,2,546,31,1,1
831,4658334,712210,110,11,93,750,5,1
832,1341663,2873670,1897,80,0,2,0,1
833,4629435,3741305,50,6,0,27,3,1
834,902155,4562368,28,36,50,29,12,1
835,3401231,3727833,27310,493,0,3,2,1
836,1804304,227159,5273,102,0,95,56,1
837,3974699,715950,1075,243,842,226,27,1
838,4556353,2311045,240,7,0,1,0,1
839,4779062,1396297,154,8,0,297,16,1
840,3468632,3560983,35,39,15,1841,4,1
841,3324196,3589197,959,61,0,424,18,1
842,2624842,2688465,265,164,0,1,0,1
843,3736362,3044898,22,6,19,93,7,1
844,2746310,38536,84,10,72,475,4,1
845,2341838,4523176,32,467,0,88,4,1
846,3240695,2498506,18,3,0,13,1,1
847,3222120,3329729,49,8,1274,624,2,1
848,4388741,3396887,161,22,0,98,2,1
849,2868587,103327,378,33,0,21,0,1
850,4379871,273782,645,5,0,1,0,1
851,3802474,,0,7,0,0,0,0
852,1917245,4100736,191,36,0,5,0,1
853,2118010,3122687,1758,130,0,190,17,1
854,1432252,1842384,5,8,0,10,2,1
855,4674522,1690719,215,12,0,258,5,1
856,4757547,3511863,475,32,0,22,1,1
857,4753296,3222869,82,6,307,365,7,1
858,763689,2800282,180,94,159,99,16,1
859,3423314,297843,472,44,0,8,7,1
860,3604229,,0,7,0,0,0,0
861,665358,2276880,49,27,0,187,4,1
862,43293,1936741,501,136,430,121,35,1
863,3023135,2472902,87,30,0,1,0,1
864,1865044,2146892,27,4,0,23,2,1
865,3148679,4639864,4516,157,0,51,24,1
866,4601836,2710164,494,54,0,2,0,1
867,2014166,3993610,347,285,0,143,7,1
868,3197970,1707729,162,42,0,22,19,1
869,4027309,2467820,1019,93,0,50,11,1
870,4368377,1932451,2745,223,0,8,5,1
871,989675,164737,1334,313,0,21,16,1
872,1364361,,0,3,0,0,0,0
873,3148733,1954754,79,10,0,5,2,1
874,1790302,969154,92,98,0,21,5,1
875,892991,534141,52,13,0,2,0,1
876,301863,2368911,31,115,44,538,5,1
877,634768,2217836,68,12,48,476,6,1
878,1863415,4165289,126,68,134,150,15,1
879,920112,1979074,734,103,618,38,8,1
880,3495434,,0,4,0,0,0,0
881,48820,1887803,68,28,98625,2466,6,1
882,3051593,2559864,184,87,0,35,0,1
883,3505227,4040569,403,33,0,5,2,1
884,2510714,3413007,217,176,359,188,8,1
885,1795081,3009665,91,7,0,2,1,1
886,4534353,656300,287,79,0,100,5,1
887,4287803,828793,66,4,0,3,0,1
888,2716253,2079460,234,9,0,39,2,1
889,3950088,1768106,1311,161,0,16,4,1
890,2749900,487064,1754,22,0,195,6,1
891,2272035,4104036,172,28,0,50,1,1
892,326029,2714618,364,63,0,7,1,1
893,38596,3820977,19,17,0,85,5,1
894,4853042,2150289,115,59,0,21,3,1
895,2045417,,0,8,0,0,0,0
896,905094,3272685,120,39,0,204,6,1
897,2291006,2082523,673,98,3973,531,37,1
898,1151395,1393160,11,5,0,42,2,1
899,4300816,936470,14,5,0,37,0,1
900,3450595,604605,16446,57,0,2,0,1
901,1211033,4212688,86,20,0,1,0,1
902,4359842,1088304,102,5,0,3,0,1
903,957833,1660264,70,18,0,22,0,1
904,4433021,1616989,18,64,0,1,0,1
905,214882,288702,120,33,280325,882,1,1
906,1885440,4385483,262,18,0,274,9,1
907,4058518,1524974,2,2,0,72,0,1
908,3710230,3821746,39,4,0,4,1,1
909,583085,1394321,93,7,0,8,0,1
910,3443452,845586,170,20,93391,1010,14,1
911,3386648,371085,60,4,0,43,0,1
912,1620159,383183,260,9,0,16,3,1
913,4862210,3426789,123,11,795,2431,13,1
914,3142049,1001281,191,57,0,2,0,1
915,1222778,1790939,635,202,0,201,28,1
916,4848799,1896104,5,7,0,26,1,1
917,1680274,3958758,107,89,0,1,0,1
918,1621507,2344918,104,588,0,6,1,1
919,67136,832254,19,16,18,12,8,1
920,106352,1856503,13,45,0,6,0,1
921,1258359,297825,150,34,31,134,3,1
922,3842026,697938,155,26,0,173,5,1
923,3095967,922742,6002,205,882,199,63,1
924,3066046,1665714,125,23,0,63,2,1
925,680760,3541720,159,52,0,28,4,1
926,3181939,1578001,864,95,111,458,26,1
927,4091309,2186087,192,19,0,5,0,1
928,4711406,4282198,82,5,0,112,2,1
929,3713911,3267979,176,20,0,1,0,1
930,4469613,231989,5,14,0,18,1,1
931,3422594,3362358,206,59,154,97,48,1
932,3294655,947218,29,9,0,8,0,1
933,3727319,1307240,25,22,0,1,0,1
934,988635,1160104,399,52,0,1,0,1
935,3789277,2932805,16,4,0,22,1,1
936,2982965,563954,226,45,0,3,1,1
937,4184585,3757673,1354,283,0,283,25,1
938,2353733,3152406,143,19,0,11,1,1
939,3477824,113293,171,21,547,334,10,1
940,3441877,746574,715,73,93,57,4,1
941,2981749,1587659,15,8,226,227,10,1
942,2346929,87897,13259,417,0,23,9,1
943,140299,1081066,157,19,0,39,1,1
944,974255,1607860,23,7,0,17,0,1
945,1338654,2654362,1202,79,0,26,1,1
946,683704,4620724,513,59,3786,88,21,1
947,3191964,1816745,5,20,0,8,0,1
948,275748,63539,16883,452,0,145,66,1
949,1339660,58863,687,37,0,28,0,1
950,1067670,4526027,1473,209,0,51,10,1
951,3995419,2380596,157,9,0,626,4,1
952,2518983,39258,1,187,608,260,0,1
953,2119895,559991,219,23,0,23,6,1
954,1939067,3762638,3044,89,0,5,3,1
955,2480862,4795184,150,89,135,213,12,1
956,4299553,3578567,60,14,0,5,2,1
957,1962177,3162756,1106,330,0,34,5,1
958,602531,4603110,27,19,3239,68,0,1
959,1579800,3507323,1,3,1,2,0,1
960,114341,2202872,158,38,0,83,7,1
961,1598402,2193538,404,90,0,43,10,1
962,4517681,1548128,1042,228,0,3,0,1
963,529818,1979614,2761,169,0,1,0,1
964,2118001,2242390,109,30,0,10,2,1
965,4630104,1300444,113,15,187,2358,8,1
966,4383802,1996170,134,74,0,22,8,1
967,1177095,4342514,27,6,0,15,0,1
968,2647549,113454,8,115,0,1,0,1
969,3961591,3417115,8,62,0,56,0,1
970,3659264,3258041,50,5,2,795,4,1
971,477612,1275370,6,1,0,7,0,1
972,2227769,1482180,1719,140,0,43,6,1
973,4548087,1780876,1546,143,0,148,15,1
974,4047429,595973,55,8,214,1141,2,1
975,1456511,2520150,9270,751,0,15,10,1
976,4611418,4648361,610,68,0,2,0,1
977,3008544,1953284,50,245,0,5,0,1
978,3838985,3068110,41,18,630,126,8,1
979,2377919,1397495,459,32,0,1,0,1
980,2186364,3161998,379,53,64,5,0,1
981,374436,1198888,19,1,124,694,3,1
982,4165867,3181144,1677,72,0,15,8,1
983,1394628,556829,181,108,0,202,10,1
984,3005410,382405,24864,494,0,12,6,1
985,193670,,0,2,0,0,0,0
986,3045692,650642,282,78,908,3432,22,1
987,1744813,4525738,31,2,0,9,0,1
988,3260266,3373311,258,78,75,56,11,1
989,4784297,3324739,125,1,0,1,0,1
990,3116667,4293528,118,7,0,421,3,1
991,2806557,188339,2524,270,0,19,3,1
992,3142600,3528211,106,8,71,5,1,1
993,2379752,2174372,2628,61,0,1,0,1
994,1246425,4719388,495,62,1122,65,7,1
995,2519515,247372,56,14,0,19,3,1
996,2625759,3533168,74,464,18,3654,4,1
997,3729936,49007,59,13,297,895,9,1
998,393588,3341652,111,13,0,17,1,1
999,571826,2816624,46,5,0,100,0,1
1000,4471853,2554220,605,150,0,189,24,1
1001,3654804,3632675,177,23,0,7,0,1
1002,959381,3444344,383,45,0,2,0,1
1003,4589384,4796675,1642,165,0,16,1,1
1004,3643469,1056082,213,4,0,12,0,1
1005,4229071,546986,16,5,182,25,4,1
1006,163864,2082537,971,39,0,1,0,1
1007,2893745,4117699,59,47,82,43,23,1
1008,2680069,583187,3,1,148,199,2,1
1009,1581805,3175683,134,130,0,35,19,1
1010,762445,2368454,76,28,71,56,24,1
1011,2681294,2995085,2813,213,0,16,2,1
1012,4725427,3109888,69,12,0,417,4,1
1013,608907,582653,1279,115,0,99,22,1
1014,890138,2924685,399,30,0,9,1,1
1015,2768308,2471034,225,67,0,21,4,1
1016,2971499,301543,99,70,933,611,21,1
1017,2559663,3516336,38,2,0,574,0,1
1018,2033087,285403,1,11,0,2,0,1
1019,4129919,1078940,15,78,21104,1820,7,1
1020,1976477,4075127,25,10,0,20,0,1
1021,3954408,1622524,31,90,0,3,0,1
1022,2398093,2969407,719,50,0,3,0,1
1023,3403228,,0,7,0,0,0,0
1024,3500800,2686984,39,42,2507,383,7,1
1025,258602,4561876,253,295,118413,1143,3,1
1026,1261859,1021948,240,36,117,84,8,1
1027,4553601,1672222,7,4,78,54,3,1
1028,124622,1474771,7,1,233,181,1,1
1029,1811776,2944681,54,8,0,1,0,1
1030,46029,358403,90,19,0,74,5,1
1031,1129289,1854450,50,14,39,1605,2,1
1032,100713,584736,428,65,0,38,6,1
1033,4598309,257509,3348,84,0,46,8,1
1034,3219742,2518090,114,5,0,2,0,1
1035,4270251,,0,71,0,0,0,0
1036,3324101,1959845,478,12,0,10,1,1
1037,1520042,2171676,323,50,0,51,1,1
1038,1414708,498752,51,9,0,5,3,1
1039,3592041,1176956,1266,51,0,12,4,1
1040,821093,1332957,376,71,0,11,3,1
1041,4105208,2217727,1520,37,0,28,1,1
1042,4538700,3973184,181,92,0,1,0,1
1043,3321017,3461481,23,5,0,107,1,1
1044,2553947,2212496,718,54,38,132,6,1
1045,3214236,3725008,401,66,3,675,11,1
1046,3083730,1998303,364,15,0,3,1,1
1047,1131065,1358964,64,4,139,19,2,1
1048,161045,1868348,292,34,0,656,7,1
1049,4540897,3515855,258,72,0,158,21,1
1050,127460,1449324,62,17,0,1,0,1
1051,2495391,726083,167,84,0,7,3,1
1052,2682025,2336794,117,83,0,75,0,1
1053,3282268,658048,56,23,0,43,3,1
1054,3521460,689769,14,7,383,24,0,1
1055,4147083,238286,1218,96,16546,563,52,1
1056,1278831,340716,281,18,0,4,1,1
1057,1613114,683673,646,39,0,14,6,1
1058,3624028,1857400,133,59,0,8,0,1
1059,2553947,2831085,718,54,0,29,1,1
1060,3629784,3286643,9280,341,0,62,24,1
1061,4147637,3133162,162,68,0,13,3,1
1062,1135206,4855031,60,1,0,1,0,1
1063,4108504,4009946,277,48,0,2,0,1
1064,3118208,66205,1994,86,2568,181,42,1
1065,2631279,1680844,1905,154,0,80,11,1
1066,3662435,2707323,85,10,0,1,0,1
1067,23286,4056731,248,42,0,18,2,1
1068,545174,1485989,13,7,1,21,2,1
1069,978620,4351912,7,3,0,2,0,1
1070,3636375,11380,297,17,181,538,11,1
1071,2579717,2667307,256,9,0,15,0,1
1072,2895494,3123204,185,18,0,302,1,1
1073,2028726,3747004,18562,803,0,70,55,1
1074,1394081,1413402,231,43,0,11,7,1
1075,3955271,3306170,24,1,0,1,0,1
1076,1309158,1927377,727,12,0,9,0,1
1077,1262493,4217802,122,5,0,3,1,1
1078,4371242,3829889,54,7,0,338,0,1
1079,2566417,1786552,5,22,0,2,0,1
1080,3396944,738443,262,67,0,3,2,1
1081,2493962,3709427,24,8,0,5,1,1
1082,3299793,4082,171,74,1004,143,25,1
1083,4466947,3557590,516,54,0,37,6,1
1084,1525592,2746184,118,7,0,19,1,1
1085,1269036,1768897,442,99,0,48,6,1
1086,2280920,3421823,770,113,0,571,25,1
1087,3792837,3858565,228,2,54,2914,3,1
1088,4082080,2293176,2151,42,0,161,16,1
1089,571817,305466,300,18,0,24,3,1
1090,1656167,2556770,75,3,0,1,0,1
1091,23266,2972458,71,5,0,1,1,1
1092,4381211,184277,194,32,167,197,5,1
1093,1569109,4496725,161,28,0,135,0,1
1094,3980481,1745813,91,20,0,4,0,1
1095,2396291,4327615,117,205,0,308,2,1
1096,4119715,4121110,309,41,0,2,0,1
1097,3590892,2488563,144,29,354,143,1,1
1098,2922733,3232824,8,2,33,212,0,1
1099,1305113,1782327,500,58,0,14,5,1
1100,3789277,846475,16,4,0,86,1,1
1101,124704,3330240,266,29,0,7,2,1
1102,4233547,345147,1,2,9512,105,0,1
1103,4212919,1322670,164,78,0,25,18,1
1104,2958425,3783641,29,22,0,175,1,1
1105,4455345,4336973,628,682,0,27,8,1
1106,831017,790228,980,36,0,322,21,1
1107,3478014,3369786,2,122,997,380,1,1
1108,2489728,3124779,3,121,33,108,0,1
1109,3299345,3680577,626,430,0,54,0,1
1110,2715385,2937664,100,21,0,34,0,1
1111,260785,1155374,194,86,0,5,1,1
1112,1315155,3240890,131,15,0,19,6,1
1113,1198472,4504538,1284,3,0,61,0,1
1114,2218013,595454,42,3,0,4,0,1
1115,4582148,4705011,172,85,0,1,0,1
1116,750264,4002130,478,50,0,2,1,1
1117,326059,2004991,1448,578,0,5,1,1
1118,3317845,2679140,30,4,0,2,0,1
1119,53756,1225388,2434,298,0,8,1,1
1120,3756883,1607258,43,8,0,10,3,1
1121,3257245,656092,81,12,0,19,2,1
1122,65118,3019061,564,41,0,4,0,1
1123,4353799,1552006,420,62,290,124,26,1
1124,3226128,3332270,4,10,0,7,1,1
1125,803541,3662776,338,92,65,49,3,1
1126,2011209,,0,1,0,0,0,0
1127,670850,3273020,1,1,26,28,0,1
1128,2093968,4385349,334,14,0,1,0,1
1129,1159852,3279851,1740,39,0,62,9,1
1130,4778631,3333291,14,7,89,65,9,1
1131,2711863,842701,254,91,1994,236,40,1
1132,4669033,2388653,241,89,1332,170,9,1
1133,3523440,1424538,62,8,0,29,2,1
1134,113142,4530371,3378,232,0,16,1,1
1135,3532509,1584747,133,10,0,1,0,1
1136,98566,138889,79,20,87,1267,11,1
1137,3391118,1413238,82,35,8,1748,3,1
1138,1191067,1837995,40,152,0,129,1,1
1139,933103,3647876,448,103,0,120,6,1
1140,3324196,1787228,959,61,0,3,0,1
1141,710711,1405939,171,14,0,21,1,1
1142,3263883,11380,111,28,181,538,16,1
1143,4434951,430977,481,47,0,44,2,1
1144,4631574,3847628,80,20,389,757,15,1
1145,3083730,35733,364,15,0,4,2,1
1146,3356371,2451956,116,63,0,3,0,1
1147,4691053,1735727,2511,108,0,4,1,1
1148,760049,1339417,405,14,0,19,0,1
1149,1198472,4647197,1284,3,0,1,0,1
1150,4252143,74655,255,20,2355,321,10,1
1151,1040338,3860529,299,16,0,1,0,1
1152,3942236,4355260,83,14,542,183,4,1
1153,3281721,2815545,34,65,0,121,0,1
1154,4667083,1594982,3938,86,0,2,0,1
1155,3956058,808244,88,3,0,360,0,1
1156,3717366,4785228,3372,46,0,2,1,1
1157,1639638,3013468,3150,275,0,7,1,1
1158,2989402,4622189,1068,35,0,62,4,1
1159,2526961,242605,61,12,0,1,0,1
1160,3211303,2688100,59,54,0,28,0,1
1161,378716,1131618,217,12,0,1,0,1
1162,4550240,3352152,14,2,0,8,0,1
1163,4154525,4396067,304,68,0,6,3,1
1164,1673102,2434823,62,22,89,120,14,1
1165,2662425,3783641,47,53,0,175,1,1
1166,2473916,2424403,226,20,0,1,0,1
1167,3052265,3220280,1639,110,0,25,8,1
1168,4565364,898030,33,1,0,1,0,1
1169,4167478,4009190,245,51,0,1,0,1
1170,429612,805532,237,51,0,3,0,1
1171,4544255,1114729,696,171,0,14,4,1
1172,2642829,1754373,2467,116,0,444,31,1
1173,2799160,3988358,2268,41,0,27,2,1
1174,242672,4703898,540,63,0,12,7,1
1175,3623141,4314861,77,10,0,160,2,1
1176,4002274,639167,470,125,0,38,3,1
1177,207346,1145216,2149,177,0,405,47,1
1178,4702496,3200548,14,3,0,1,0,1
1179,3701885,12252,80,45,361,121,17,1
1180,3783107,2217836,98,45,48,476,5,1
1181,1180297,3838036,125,10,0,1,0,1
1182,3735338,80800,301,8,0,14,1,1
1183,1154582,761141,109,65,0,5,0,1
1184,3913707,3022562,83,75,227,429,24,1
1185,3278613,1789090,7,4,0,4,0,1
1186,2331289,881137,39,3,0,1,0,1
1187,2405823,4188450,122,23,0,20,1,1
1188,318069,265383,7,14,0,9,2,1
1189,1961562,799793,126,4,0,1,0,1
1190,1349001,3807851,8,3,0,30,0,1
1191,639190,4543346,111,46,143,131,2,1
1192,713622,506427,283,71,327,117,24,1
1193,1540888,3553919,75,3,310,69,5,1
1194,2804142,29067,115,47,0,16,7,1
1195,1853658,554603,1046,78,0,530,25,1
1196,962316,2497174,326,108,0,15,4,1
1197,3137167,2895510,25,29,574,1555,2,1
1198,3408999,3683695,165,82,1195,143,16,1
1199,2721139,2491499,25,84,339,852,2,1
1200,4770758,1236619,175,135,0,31,13,1
1201,862562,1256828,3853,408,0,179,59,1
1202,3995926,2206043,60,13,0,1,0,1
1203,234827,659456,59,10,0,239,0,1
1204,2237071,2488022,70,34,281,120,8,1
1205,3055153,3107616,43,3,33,296,1,1
1206,476695,,0,11,0,0,0,0
1207,391467,3682589,90,70,0,2,0,1
1208,4380253,2800055,36,10,0,4,0,1
1209,2460790,1218028,10,5,0,5,0,1
1210,4265685,3615097,158,37,0,154,11,1
1211,4398018,980521,8790,75,0,1,0,1
1212,3544545,2844527,1156,200,0,128,13,1
1213,2321787,458727,1257,80,0,1,0,1
1214,1338719,4747450,155,15,0,142,2,1
1215,337026,3328745,330,30,0,174,22,1
1216,1731261,3809017,170,59,0,393,9,1
1217,4338676,2030481,17,9,0,11,0,1
1218,667319,103728,291,84,0,23,0,1
1219,2114562,2766500,93,61,0,19,15,1
1220,4073354,2159465,78,37,0,7,1,1
1221,1699680,2079654,40,24,119,82,27,1
1222,2199180,4689564,10,4,0,55,0,1
1223,1081997,922531,122,15,0,17,3,1
1224,960872,312631,207,4,0,1,0,1
1225,2473008,3353821,2344,284,0,79,24,1
1226,4759382,3386920,344,73,1991,344,24,1
1227,3409612,425247,20,1,323,169,2,1
1228,4014774,2419510,120,189,0,29,4,1
1229,4093211,4284848,569,111,0,549,14,1
1230,4592789,802241,40,42,866,735,5,1
1231,148618,3824627,159,45,0,7,0,1
1232,464793,1119112,201,521,501,873,57,1
1233,1710786,3001271,192,7,0,78,4,1
1234,4337033,4515017,12,1,0,1,0,1
1235,3879170,1071559,732,266,0,36,9,1
1236,1611479,3880166,895,121,0,53,24,1
1237,2783114,2926118,136,8,235,468,4,1
1238,1024596,3244411,9,3,61749,2090,5,1
1239,3977020,672726,84,10,0,131,8,1
1240,2554524,3849263,27,9,92,18,3,1
1241,59545,4033373,193,11,0,29,2,1
1242,2473927,2841030,1961,210,472,126,32,1
1243,2106495,2191087,52,13,0,15,2,1
1244,971276,1078940,33,6,21104,1820,5,1
1245,3756883,3594051,43,8,0,2,0,1
1246,600593,3542679,2301,95,0,65,10,1
1247,2822185,4413754,175,49,0,7,1,1
1248,4404649,316309,96,51,1960,161,5,1
1249,3589526,2059534,83,40,0,20,13,1
1250,4237364,4494087,46,4,0,125,0,1
1251,4618105,658769,71,4,0,1,0,1
